id,film_id,actor_code,first_name,last_name
710,130,195JS,JAYNE,SILVERSTONE
711,131,29AW,ALEC,WAYNE
712,131,147FW,FAY,WINSLET
713,131,151GH,GEOFFREY,HESTON
714,131,179EG,ED,GUINESS
715,132,2NW,NICK,WAHLBERG
716,132,134GH,GENE,HOPKINS
717,133,29AW,ALEC,WAYNE
718,133,60HB,HENRY,BERRY
719,133,68RW,RIP,WINSLET
720,133,107GD,GINA,DEGENERES
721,133,132AH,ADAM,HOPPER
722,133,133RP,RICHARD,PENN
723,133,148ED,EMILY,DEE
724,134,48FD,FRANCES,DAY-LEWIS
725,134,57JC,JUDE,CRUISE
726,134,63CW,CAMERON,WRAY
727,134,96GW,GENE,WILLIS
728,135,33MP,MILLA,PECK
729,135,58CA,CHRISTIAN,AKROYD
730,135,83BW,BEN,WILLIS
731,135,140WH,WHOOPI,HURT
732,135,144AW,ANGELA,WITHERSPOON
733,135,194MA,MERYL,ALLEN
734,136,32TH,TIM,HACKMAN
735,136,104PC,PENELOPE,CRONYN
736,136,106GD,GROUCHO,DUNST
737,136,107GD,GINA,DEGENERES
738,136,118CA,CUBA,ALLEN
739,136,153MK,MINNIE,KILMER
740,137,86GC,GREG,CHAPLIN
741,137,92KA,KIRSTEN,AKROYD
742,137,108WN,WARREN,NOLTE
743,138,107GD,GINA,DEGENERES
744,138,185MB,MICHAEL,BOLGER
745,139,42TM,TOM,MIRANDA
746,139,142JR,JADA,RYDER
747,139,147FW,FAY,WINSLET
748,139,149RT,RUSSELL,TEMPLE
749,139,170MH,MENA,HOPPER
750,140,1PG,PENELOPE,GUINESS
751,140,20LT,LUCILLE,TRACY
752,141,79MH,MAE,HOFFMAN
753,141,118CA,CUBA,ALLEN
754,141,121LB,LIZA,BERGMAN
755,141,127KG,KEVIN,GARLAND
756,141,143RD,RIVER,DEAN
757,141,154MG,MERYL,GIBSON
758,141,193BT,BURT,TEMPLE
759,141,195JS,JAYNE,SILVERSTONE
760,142,21KP,KIRSTEN,PALTROW
761,142,60HB,HENRY,BERRY
762,143,66MT,MARY,TANDY
763,143,75BP,BURT,POSEY
764,143,82WJ,WOODY,JOLIE
765,143,97MH,MEG,HAWKE
766,143,119WJ,WARREN,JACKMAN
767,144,13UW,UMA,WOOD
768,144,18DT,DAN,TORN
769,144,19BF,BOB,FAWCETT
770,144,57JC,JUDE,CRUISE
771,144,67JB,JESSICA,BAILEY
772,144,72SW,SEAN,WILLIAMS
773,144,120PM,PENELOPE,MONROE
774,144,151GH,GEOFFREY,HESTON
775,144,180JS,JEFF,SILVERSTONE
776,144,195JS,JAYNE,SILVERSTONE
777,145,2NW,NICK,WAHLBERG
778,145,134GH,GENE,HOPKINS
779,145,147FW,FAY,WINSLET
780,145,199JF,JULIA,FAWCETT
781,146,5JL,JOHNNY,LOLLOBRIGIDA
782,146,20LT,LUCILLE,TRACY
783,146,22EM,ELVIS,MARX
784,146,31SS,SISSY,SOBIESKI
785,146,37VB,VAL,BOLGER
786,146,101SD,SUSAN,DAVIS
787,146,149RT,RUSSELL,TEMPLE
788,146,165AG,AL,GARLAND
789,146,166ND,NICK,DEGENERES
790,146,171OP,OLYMPIA,PFEIFFER
791,146,178LM,LISA,MONROE
792,146,184HG,HUMPHREY,GARLAND
793,146,188RD,ROCK,DUKAKIS
794,147,9JS,JOE,SWANK
795,147,26RC,RIP,CRAWFORD
796,147,43KJ,KIRK,JOVOVICH
797,147,131JJ,JANE,JACKMAN
798,147,197RW,REESE,WEST
799,148,9JS,JOE,SWANK
800,148,24CS,CAMERON,STREEP
801,148,73GP,GARY,PENN
802,148,85MZ,MINNIE,ZELLWEGER
803,148,123JD,JULIANNE,DENCH
804,148,164HW,HUMPHREY,WILLIS
805,148,172GW,GROUCHO,WILLIAMS
806,149,120PM,PENELOPE,MONROE
807,149,148ED,EMILY,DEE
808,149,200TT,THORA,TEMPLE
809,150,27JM,JULIA,MCQUEEN
810,150,41JD,JODIE,DEGENERES
811,150,48FD,FRANCES,DAY-LEWIS
812,150,54PP,PENELOPE,PINKETT
813,150,176JC,JON,CHASE
814,151,49AC,ANNE,CRONYN
815,151,112RB,RUSSELL,BACALL
816,151,118CA,CUBA,ALLEN
817,151,123JD,JULIANNE,DENCH
818,152,19BF,BOB,FAWCETT
819,152,181MC,MATTHEW,CARREY
820,153,25KB,KEVIN,BLOOM
821,153,51GP,GARY,PHOENIX
822,153,57JC,JUDE,CRUISE
823,153,77CM,CARY,MCCONAUGHEY
824,153,94KT,KENNETH,TORN
825,153,149RT,RUSSELL,TEMPLE
826,153,152BH,BEN,HARRIS
827,153,155IT,IAN,TANDY
828,154,13UW,UMA,WOOD
829,154,14VB,VIVIEN,BERGEN
830,154,17HV,HELEN,VOIGHT
831,154,33MP,MILLA,PECK
832,154,121LB,LIZA,BERGMAN
833,154,145KA,KIM,ALLEN
834,154,173AD,ALAN,DREYFUSS
835,155,12KB,KARL,BERRY
836,155,16FC,FRED,COSTNER
837,155,139EG,EWAN,GOODING
838,155,145KA,KIM,ALLEN
839,155,156FW,FAY,WOOD
840,155,175WH,WILLIAM,HACKMAN
841,155,192JS,JOHN,SUVARI
842,156,104PC,PENELOPE,CRONYN
843,156,110SD,SUSAN,DAVIS
844,156,132AH,ADAM,HOPPER
845,156,196BW,BELA,WALKEN
846,157,87SP,SPENCER,PECK
847,157,109SD,SYLVESTER,DERN
848,157,122SN,SALMA,NOLTE
849,157,127KG,KEVIN,GARLAND
850,157,138LD,LUCILLE,DEE
851,158,8MJ,MATTHEW,JOHANSSON
852,158,65AH,ANGELA,HUDSON
853,158,105SC,SIDNEY,CROWE
854,158,122SN,SALMA,NOLTE
855,158,154MG,MERYL,GIBSON
856,159,21KP,KIRSTEN,PALTROW
857,159,41JD,JODIE,DEGENERES
858,159,149RT,RUSSELL,TEMPLE
859,159,157GM,GRETA,MALDEN
860,159,179EG,ED,GUINESS
861,159,199JF,JULIA,FAWCETT
862,160,38TM,TOM,MCKELLEN
863,160,137MW,MORGAN,WILLIAMS
864,160,178LM,LISA,MONROE
865,160,182DA,DEBBIE,AKROYD
866,161,43KJ,KIRK,JOVOVICH
867,161,68RW,RIP,WINSLET
868,161,87SP,SPENCER,PECK
869,161,121LB,LIZA,BERGMAN
870,161,134GH,GENE,HOPKINS
871,161,194MA,MERYL,ALLEN
872,162,13UW,UMA,WOOD
873,162,89CD,CHARLIZE,DENCH
874,162,107GD,GINA,DEGENERES
875,162,111CZ,CAMERON,ZELLWEGER
876,162,114MM,MORGAN,MCDORMAND
877,162,132AH,ADAM,HOPPER
878,162,173AD,ALAN,DREYFUSS
879,162,176JC,JON,CHASE
880,163,31SS,SISSY,SOBIESKI
881,163,40JC,JOHNNY,CAGE
882,163,86GC,GREG,CHAPLIN
883,163,194MA,MERYL,ALLEN
884,164,6BN,BETTE,NICHOLSON
885,164,24CS,CAMERON,STREEP
886,164,31SS,SISSY,SOBIESKI
887,164,45RK,REESE,KILMER
888,164,48FD,FRANCES,DAY-LEWIS
889,164,144AW,ANGELA,WITHERSPOON
890,164,162OK,OPRAH,KILMER
891,164,178LM,LISA,MONROE
892,164,193BT,BURT,TEMPLE
893,164,197RW,REESE,WEST
894,165,6BN,BETTE,NICHOLSON
895,165,20LT,LUCILLE,TRACY
896,165,83BW,BEN,WILLIS
897,165,107GD,GINA,DEGENERES
898,166,1PG,PENELOPE,GUINESS
899,166,106GD,GROUCHO,DUNST
900,166,122SN,SALMA,NOLTE
901,166,129DC,DARYL,CRAWFORD
902,166,163CW,CHRISTOPHER,WEST
903,166,171OP,OLYMPIA,PFEIFFER
904,166,192JS,JOHN,SUVARI
905,167,63CW,CAMERON,WRAY
906,167,117RT,RENEE,TRACY
907,167,151GH,GEOFFREY,HESTON
908,168,39GB,GOLDIE,BRODY
909,168,128CM,CATE,MCQUEEN
910,168,150JN,JAYNE,NOLTE
911,168,174MB,MICHAEL,BENING
912,168,187RB,RENEE,BALL
913,169,149RT,RUSSELL,TEMPLE
914,169,154MG,MERYL,GIBSON
915,169,164HW,HUMPHREY,WILLIS
916,169,184HG,HUMPHREY,GARLAND
917,169,196BW,BELA,WALKEN
918,170,7GM,GRACE,MOSTEL
919,170,75BP,BURT,POSEY
920,170,88KP,KENNETH,PESCI
921,170,121LB,LIZA,BERGMAN
922,170,135RR,RITA,REYNOLDS
923,170,139EG,EWAN,GOODING
924,170,151GH,GEOFFREY,HESTON
925,170,154MG,MERYL,GIBSON
926,171,5JL,JOHNNY,LOLLOBRIGIDA
927,171,36BD,BURT,DUKAKIS
928,171,119WJ,WARREN,JACKMAN
929,171,189CB,CUBA,BIRCH
930,172,5JL,JOHNNY,LOLLOBRIGIDA
931,172,18DT,DAN,TORN
932,172,27JM,JULIA,MCQUEEN
933,172,29AW,ALEC,WAYNE
934,172,34AO,AUDREY,OLIVIER
935,172,47JB,JULIA,BARRYMORE
936,172,107GD,GINA,DEGENERES
937,172,119WJ,WARREN,JACKMAN
938,172,133RP,RICHARD,PENN
939,173,7GM,GRACE,MOSTEL
940,173,112RB,RUSSELL,BACALL
941,173,119WJ,WARREN,JACKMAN
942,173,190AB,AUDREY,BAILEY
943,174,46PG,PARKER,GOLDBERG
944,174,109SD,SYLVESTER,DERN
945,175,58CA,CHRISTIAN,AKROYD
946,175,80RC,RALPH,CRUZ
947,175,84JP,JAMES,PITT
948,175,125AN,ALBERT,NOLTE
949,175,143RD,RIVER,DEAN
950,175,177GM,GENE,MCKELLEN
951,176,38TM,TOM,MCKELLEN
952,176,44NS,NICK,STALLONE
953,176,91CB,CHRISTOPHER,BERRY
954,177,12KB,KARL,BERRY
955,177,16FC,FRED,COSTNER
956,177,40JC,JOHNNY,CAGE
957,177,60HB,HENRY,BERRY
958,177,97MH,MEG,HAWKE
959,177,146AJ,ALBERT,JOHANSSON
960,177,158VB,VIVIEN,BASINGER
961,178,24CS,CAMERON,STREEP
962,178,50NH,NATALIE,HOPKINS
963,178,81SD,SCARLETT,DAMON
964,178,117RT,RENEE,TRACY
965,178,147FW,FAY,WINSLET
966,178,149RT,RUSSELL,TEMPLE
967,178,158VB,VIVIEN,BASINGER
968,179,8MJ,MATTHEW,JOHANSSON
969,179,21KP,KIRSTEN,PALTROW
970,179,25KB,KEVIN,BLOOM
971,179,60HB,HENRY,BERRY
972,179,111CZ,CAMERON,ZELLWEGER
973,179,192JS,JOHN,SUVARI
974,180,43KJ,KIRK,JOVOVICH
975,180,153MK,MINNIE,KILMER
976,180,163CW,CHRISTOPHER,WEST
977,180,170MH,MENA,HOPPER
978,181,53MT,MENA,TEMPLE
979,181,91CB,CHRISTOPHER,BERRY
980,181,113MH,MORGAN,HOPKINS
981,181,139EG,EWAN,GOODING
982,181,171OP,OLYMPIA,PFEIFFER
983,182,19BF,BOB,FAWCETT
984,182,34AO,AUDREY,OLIVIER
985,182,89CD,CHARLIZE,DENCH
986,183,59DT,DUSTIN,TAUTOU
987,183,98CB,CHRIS,BRIDGES
988,183,157GM,GRETA,MALDEN
989,184,54PP,PENELOPE,PINKETT
990,184,104PC,PENELOPE,CRONYN
991,184,144AW,ANGELA,WITHERSPOON
992,184,170MH,MENA,HOPPER
993,185,3EC,ED,CHASE
994,185,74MK,MILLA,KEITEL
995,185,123JD,JULIANNE,DENCH
996,185,140WH,WHOOPI,HURT
997,185,191GG,GREGORY,GOODING
998,186,26RC,RIP,CRAWFORD
999,186,60HB,HENRY,BERRY
1000,186,81SD,SCARLETT,DAMON
1001,186,121LB,LIZA,BERGMAN
1002,186,142JR,JADA,RYDER
1003,186,198MK,MARY,KEITEL
1004,187,14VB,VIVIEN,BERGEN
1005,187,45RK,REESE,KILMER
1006,187,76AA,ANGELINA,ASTAIRE
1007,187,89CD,CHARLIZE,DENCH
1008,187,159LB,LAURA,BRODY
1009,187,186JZ,JULIA,ZELLWEGER
1010,188,31SS,SISSY,SOBIESKI
1011,188,82WJ,WOODY,JOLIE
1012,188,97MH,MEG,HAWKE
1013,188,112RB,RUSSELL,BACALL
1014,188,114MM,MORGAN,MCDORMAND
1015,188,125AN,ALBERT,NOLTE
1016,188,141CH,CATE,HARRIS
1017,188,149RT,RUSSELL,TEMPLE
1018,188,158VB,VIVIEN,BASINGER
1019,188,161HH,HARVEY,HOPE
1020,188,168WW,WILL,WILSON
1021,188,173AD,ALAN,DREYFUSS
1022,188,177GM,GENE,MCKELLEN
1023,189,101SD,SUSAN,DAVIS
1024,189,106GD,GROUCHO,DUNST
1025,189,197RW,REESE,WEST
1026,190,91CB,CHRISTOPHER,BERRY
1027,190,109SD,SYLVESTER,DERN
1028,190,117RT,RENEE,TRACY
1029,190,124SB,SCARLETT,BENING
1030,190,150JN,JAYNE,NOLTE
1031,190,175WH,WILLIAM,HACKMAN
1032,191,9JS,JOE,SWANK
1033,191,10CG,CHRISTIAN,GABLE
1034,191,141CH,CATE,HARRIS
1035,191,146AJ,ALBERT,JOHANSSON
1036,191,167LB,LAURENCE,BULLOCK
1037,191,175WH,WILLIAM,HACKMAN
1038,192,57JC,JUDE,CRUISE
1039,192,74MK,MILLA,KEITEL
1040,193,6BN,BETTE,NICHOLSON
1041,193,88KP,KENNETH,PESCI
1042,193,94KT,KENNETH,TORN
1043,193,126FT,FRANCES,TOMEI
1044,193,136EM,ED,MANSFIELD
1045,193,149RT,RUSSELL,TEMPLE
1046,193,154MG,MERYL,GIBSON
1047,193,179EG,ED,GUINESS
1048,194,24CS,CAMERON,STREEP
1049,194,41JD,JODIE,DEGENERES
1050,194,81SD,SCARLETT,DAMON
1051,194,98CB,CHRIS,BRIDGES
1052,194,102WT,WALTER,TORN
1053,194,106GD,GROUCHO,DUNST
1054,194,111CZ,CAMERON,ZELLWEGER
1055,194,114MM,MORGAN,MCDORMAND
1056,194,126FT,FRANCES,TOMEI
1057,194,178LM,LISA,MONROE
1058,195,8MJ,MATTHEW,JOHANSSON
1059,195,49AC,ANNE,CRONYN
1060,195,180JS,JEFF,SILVERSTONE
1061,195,181MC,MATTHEW,CARREY
1062,196,86GC,GREG,CHAPLIN
1063,196,168WW,WILL,WILSON
1064,197,32TH,TIM,HACKMAN
1065,197,55FK,FAY,KILMER
1066,197,64RJ,RAY,JOHANSSON
1067,197,90SG,SEAN,GUINESS
1068,197,97MH,MEG,HAWKE
1069,197,103ML,MATTHEW,LEIGH
1070,197,117RT,RENEE,TRACY
1071,197,146AJ,ALBERT,JOHANSSON
1072,197,178LM,LISA,MONROE
1073,198,45RK,REESE,KILMER
1074,198,62JN,JAYNE,NEESON
1075,198,104PC,PENELOPE,CRONYN
1076,198,121LB,LIZA,BERGMAN
1077,198,156FW,FAY,WOOD
1078,199,17HV,HELEN,VOIGHT
1079,199,24CS,CAMERON,STREEP
1080,199,32TH,TIM,HACKMAN
1081,199,58CA,CHRISTIAN,AKROYD
1082,199,87SP,SPENCER,PECK
1083,199,103ML,MATTHEW,LEIGH
1084,199,126FT,FRANCES,TOMEI
1085,199,142JR,JADA,RYDER
1086,200,9JS,JOE,SWANK
1087,200,102WT,WALTER,TORN
1088,200,139EG,EWAN,GOODING
1089,201,17HV,HELEN,VOIGHT
1090,201,26RC,RIP,CRAWFORD
1091,201,35JD,JUDY,DEAN
1092,202,5JL,JOHNNY,LOLLOBRIGIDA
1093,202,69KP,KENNETH,PALTROW
1094,202,70MM,MICHELLE,MCCONAUGHEY
1095,202,127KG,KEVIN,GARLAND
1096,202,129DC,DARYL,CRAWFORD
1097,203,5JL,JOHNNY,LOLLOBRIGIDA
1098,203,13UW,UMA,WOOD
1099,203,39GB,GOLDIE,BRODY
1100,203,41JD,JODIE,DEGENERES
1101,203,52CH,CARMEN,HUNT
1102,203,74MK,MILLA,KEITEL
1103,203,153MK,MINNIE,KILMER
1104,204,9JS,JOE,SWANK
1105,204,25KB,KEVIN,BLOOM
1106,204,37VB,VAL,BOLGER
1107,204,106GD,GROUCHO,DUNST
1108,204,125AN,ALBERT,NOLTE
1109,204,165AG,AL,GARLAND
1110,205,8MJ,MATTHEW,JOHANSSON
1111,205,11ZC,ZERO,CAGE
1112,205,68RW,RIP,WINSLET
1113,205,79MH,MAE,HOFFMAN
1114,205,102WT,WALTER,TORN
1115,206,94KT,KENNETH,TORN
1116,206,103ML,MATTHEW,LEIGH
1117,206,131JJ,JANE,JACKMAN
1118,206,150JN,JAYNE,NOLTE
1119,206,159LB,LAURA,BRODY
1120,206,188RD,ROCK,DUKAKIS
1121,207,49AC,ANNE,CRONYN
1122,207,66MT,MARY,TANDY
1123,207,80RC,RALPH,CRUZ
1124,207,87SP,SPENCER,PECK
1125,207,92KA,KIRSTEN,AKROYD
1126,207,95DW,DARYL,WAHLBERG
1127,207,141CH,CATE,HARRIS
1128,207,146AJ,ALBERT,JOHANSSON
1129,208,12KB,KARL,BERRY
1130,208,19BF,BOB,FAWCETT
1131,208,63CW,CAMERON,WRAY
1132,208,108WN,WARREN,NOLTE
1133,208,120PM,PENELOPE,MONROE
1134,208,130GK,GRETA,KEITEL
1135,208,154MG,MERYL,GIBSON
1136,208,159LB,LAURA,BRODY
1137,208,168WW,WILL,WILSON
1138,208,186JZ,JULIA,ZELLWEGER
1139,209,96GW,GENE,WILLIS
1140,209,107GD,GINA,DEGENERES
1141,210,59DT,DUSTIN,TAUTOU
1142,210,114MM,MORGAN,MCDORMAND
1143,210,133RP,RICHARD,PENN
1144,210,157GM,GRETA,MALDEN
1145,211,48FD,FRANCES,DAY-LEWIS
1146,211,62JN,JAYNE,NEESON
1147,212,19BF,BOB,FAWCETT
1148,212,23SK,SANDRA,KILMER
1149,212,41JD,JODIE,DEGENERES
1150,212,80RC,RALPH,CRUZ
1151,212,89CD,CHARLIZE,DENCH
1152,212,90SG,SEAN,GUINESS
1153,212,98CB,CHRIS,BRIDGES
1154,212,128CM,CATE,MCQUEEN
1155,212,170MH,MENA,HOPPER
1156,213,12KB,KARL,BERRY
1157,213,25KB,KEVIN,BLOOM
1158,213,57JC,JUDE,CRUISE
1159,213,68RW,RIP,WINSLET
1160,214,33MP,MILLA,PECK
1161,214,136EM,ED,MANSFIELD
1162,214,138LD,LUCILLE,DEE
1163,214,192JS,JOHN,SUVARI
1164,215,68RW,RIP,WINSLET
1165,215,81SD,SCARLETT,DAMON
1166,215,103ML,MATTHEW,LEIGH
1167,215,158VB,VIVIEN,BASINGER
1168,215,172GW,GROUCHO,WILLIAMS
1169,215,194MA,MERYL,ALLEN
1170,216,12KB,KARL,BERRY
1171,216,85MZ,MINNIE,ZELLWEGER
1172,216,86GC,GREG,CHAPLIN
1173,216,144AW,ANGELA,WITHERSPOON
1174,216,199JF,JULIA,FAWCETT
1175,217,7GM,GRACE,MOSTEL
1176,217,19BF,BOB,FAWCETT
1177,217,83BW,BEN,WILLIS
1178,217,151GH,GEOFFREY,HESTON
1179,217,152BH,BEN,HARRIS
1180,217,157GM,GRETA,MALDEN
1181,218,7GM,GRACE,MOSTEL
1182,218,16FC,FRED,COSTNER
1183,218,113MH,MORGAN,HOPKINS
1184,218,146AJ,ALBERT,JOHANSSON
1185,219,32TH,TIM,HACKMAN
1186,219,45RK,REESE,KILMER
1187,219,81SD,SCARLETT,DAMON
1188,219,108WN,WARREN,NOLTE
1189,219,134GH,GENE,HOPKINS
1190,219,171OP,OLYMPIA,PFEIFFER
1191,219,191GG,GREGORY,GOODING
1192,220,107GD,GINA,DEGENERES
1193,220,121LB,LIZA,BERGMAN
1194,220,155IT,IAN,TANDY
1195,221,16FC,FRED,COSTNER
1196,221,103ML,MATTHEW,LEIGH
1197,221,184HG,HUMPHREY,GARLAND
1198,222,39GB,GOLDIE,BRODY
1199,222,60HB,HENRY,BERRY
1200,222,75BP,BURT,POSEY
1201,222,121LB,LIZA,BERGMAN
1202,222,187RB,RENEE,BALL
1203,223,38TM,TOM,MCKELLEN
1204,223,40JC,JOHNNY,CAGE
1205,223,76AA,ANGELINA,ASTAIRE
1206,223,123JD,JULIANNE,DENCH
1207,223,141CH,CATE,HARRIS
1208,223,159LB,LAURA,BRODY
1209,223,188RD,ROCK,DUKAKIS
1210,224,77CM,CARY,MCCONAUGHEY
1211,224,117RT,RENEE,TRACY
1212,224,137MW,MORGAN,WILLIAMS
1213,224,187RB,RENEE,BALL
1214,225,7GM,GRACE,MOSTEL
1215,225,26RC,RIP,CRAWFORD
1216,225,63CW,CAMERON,WRAY
1217,226,2NW,NICK,WAHLBERG
1218,226,23SK,SANDRA,KILMER
1219,226,25KB,KEVIN,BLOOM
1220,226,29AW,ALEC,WAYNE
1221,226,56DH,DAN,HARRIS
1222,226,66MT,MARY,TANDY
1223,226,148ED,EMILY,DEE
1224,227,70MM,MICHELLE,MCCONAUGHEY
1225,227,122SN,SALMA,NOLTE
1226,228,94KT,KENNETH,TORN
1227,228,144AW,ANGELA,WITHERSPOON
1228,228,186JZ,JULIA,ZELLWEGER
1229,229,66MT,MARY,TANDY
1230,229,92KA,KIRSTEN,AKROYD
1231,229,106GD,GROUCHO,DUNST
1232,229,136EM,ED,MANSFIELD
1233,229,139EG,EWAN,GOODING
1234,230,41JD,JODIE,DEGENERES
1235,230,66MT,MARY,TANDY
1236,230,79MH,MAE,HOFFMAN
1237,230,129DC,DARYL,CRAWFORD
1238,231,20LT,LUCILLE,TRACY
1239,231,36BD,BURT,DUKAKIS
1240,231,62JN,JAYNE,NEESON
1241,231,112RB,RUSSELL,BACALL
1242,231,120PM,PENELOPE,MONROE
1243,231,153MK,MINNIE,KILMER
1244,232,14VB,VIVIEN,BERGEN
1245,232,81SD,SCARLETT,DAMON
1246,232,143RD,RIVER,DEAN
1247,232,151GH,GEOFFREY,HESTON
1248,232,194MA,MERYL,ALLEN
1249,233,40JC,JOHNNY,CAGE
1250,233,47JB,JULIA,BARRYMORE
1251,233,71AG,ADAM,GRANT
1252,233,104PC,PENELOPE,CRONYN
1253,233,139EG,EWAN,GOODING
1254,233,150JN,JAYNE,NOLTE
1255,233,181MC,MATTHEW,CARREY
1256,234,76AA,ANGELINA,ASTAIRE
1257,234,88KP,KENNETH,PESCI
1258,234,123JD,JULIANNE,DENCH
1259,234,190AB,AUDREY,BAILEY
1260,235,23SK,SANDRA,KILMER
1261,235,58CA,CHRISTIAN,AKROYD
1262,235,60HB,HENRY,BERRY
1263,235,61CN,CHRISTIAN,NEESON
1264,235,173AD,ALAN,DREYFUSS
1265,235,177GM,GENE,MCKELLEN
1266,236,10CG,CHRISTIAN,GABLE
1267,236,15CO,CUBA,OLIVIER
1268,236,17HV,HELEN,VOIGHT
1269,236,56DH,DAN,HARRIS
1270,236,69KP,KENNETH,PALTROW
1271,237,61CN,CHRISTIAN,NEESON
1272,237,72SW,SEAN,WILLIAMS
1273,237,114MM,MORGAN,MCDORMAND
1274,237,168WW,WILL,WILSON
1275,237,177GM,GENE,MCKELLEN
1276,237,186JZ,JULIA,ZELLWEGER
1277,238,84JP,JAMES,PITT
1278,238,120PM,PENELOPE,MONROE
1279,238,122SN,SALMA,NOLTE
1280,238,125AN,ALBERT,NOLTE
1281,238,128CM,CATE,MCQUEEN
1282,238,176JC,JON,CHASE
1283,239,43KJ,KIRK,JOVOVICH
1284,239,60HB,HENRY,BERRY
1285,239,78GS,GROUCHO,SINATRA
1286,239,105SC,SIDNEY,CROWE
1287,239,107GD,GINA,DEGENERES
1288,239,143RD,RIVER,DEAN
1289,239,163CW,CHRISTOPHER,WEST
1290,240,77CM,CARY,MCCONAUGHEY
1291,241,14VB,VIVIEN,BERGEN
1292,241,26RC,RIP,CRAWFORD
1293,241,38TM,TOM,MCKELLEN
1294,241,59DT,DUSTIN,TAUTOU
1295,241,106GD,GROUCHO,DUNST
1296,241,158VB,VIVIEN,BASINGER
1297,241,168WW,WILL,WILSON
1298,242,24CS,CAMERON,STREEP
1299,242,44NS,NICK,STALLONE
1300,242,58CA,CHRISTIAN,AKROYD
1301,242,67JB,JESSICA,BAILEY
1302,242,79MH,MAE,HOFFMAN
1303,242,82WJ,WOODY,JOLIE
1304,242,108WN,WARREN,NOLTE
1305,242,160CD,CHRIS,DEPP
1306,243,12KB,KARL,BERRY
1307,243,20LT,LUCILLE,TRACY
1308,243,50NH,NATALIE,HOPKINS
1309,243,58CA,CHRISTIAN,AKROYD
1310,243,109SD,SYLVESTER,DERN
1311,243,134GH,GENE,HOPKINS
1312,243,136EM,ED,MANSFIELD
1313,243,145KA,KIM,ALLEN
1314,243,197RW,REESE,WEST
1315,244,34AO,AUDREY,OLIVIER
1316,244,67JB,JESSICA,BAILEY
1317,244,96GW,GENE,WILLIS
1318,244,156FW,FAY,WOOD
1319,245,25KB,KEVIN,BLOOM
1320,245,36BD,BURT,DUKAKIS
1321,245,48FD,FRANCES,DAY-LEWIS
1322,245,73GP,GARY,PENN
1323,245,77CM,CARY,MCCONAUGHEY
1324,245,95DW,DARYL,WAHLBERG
1325,245,115HB,HARRISON,BALE
1326,245,123JD,JULIANNE,DENCH
1327,246,115HB,HARRISON,BALE
1328,246,117RT,RENEE,TRACY
1329,246,123JD,JULIANNE,DENCH
1330,246,124SB,SCARLETT,BENING
1331,246,169KH,KENNETH,HOFFMAN
1332,247,82WJ,WOODY,JOLIE
1333,247,83BW,BEN,WILLIS
1334,247,129DC,DARYL,CRAWFORD
1335,247,161HH,HARVEY,HOPE
1336,248,50NH,NATALIE,HOPKINS
1337,248,63CW,CAMERON,WRAY
1338,248,142JR,JADA,RYDER
1339,248,152BH,BEN,HARRIS
1340,248,159LB,LAURA,BRODY
1341,248,169KH,KENNETH,HOFFMAN
1342,249,2NW,NICK,WAHLBERG
1343,249,41JD,JODIE,DEGENERES
1344,249,52CH,CARMEN,HUNT
1345,249,63CW,CAMERON,WRAY
1346,249,70MM,MICHELLE,MCCONAUGHEY
1347,249,72SW,SEAN,WILLIAMS
1348,249,83BW,BEN,WILLIS
1349,249,86GC,GREG,CHAPLIN
1350,249,113MH,MORGAN,HOPKINS
1351,249,129DC,DARYL,CRAWFORD
1352,249,137MW,MORGAN,WILLIAMS
1353,249,155IT,IAN,TANDY
1354,249,197RW,REESE,WEST
1355,250,49AC,ANNE,CRONYN
1356,250,87SP,SPENCER,PECK
1357,250,99JM,JIM,MOSTEL
1358,250,100SD,SPENCER,DEPP
1359,250,101SD,SUSAN,DAVIS
1360,250,125AN,ALBERT,NOLTE
1361,250,134GH,GENE,HOPKINS
1362,250,179EG,ED,GUINESS
1363,251,10CG,CHRISTIAN,GABLE
1364,251,76AA,ANGELINA,ASTAIRE
1365,251,147FW,FAY,WINSLET
1366,252,33MP,MILLA,PECK
1367,252,41JD,JODIE,DEGENERES
1368,252,164HW,HUMPHREY,WILLIS
1369,252,176JC,JON,CHASE
1370,253,14VB,VIVIEN,BERGEN
1371,253,21KP,KIRSTEN,PALTROW
1372,253,37VB,VAL,BOLGER
1373,253,60HB,HENRY,BERRY
1374,253,87SP,SPENCER,PECK
1375,253,165AG,AL,GARLAND
1376,253,190AB,AUDREY,BAILEY
1377,254,13UW,UMA,WOOD
1378,254,23SK,SANDRA,KILMER
1379,254,46PG,PARKER,GOLDBERG
1380,254,58CA,CHRISTIAN,AKROYD
1381,254,89CD,CHARLIZE,DENCH
1382,254,114MM,MORGAN,MCDORMAND
1383,254,137MW,MORGAN,WILLIAMS
1384,254,147FW,FAY,WINSLET
1385,255,8MJ,MATTHEW,JOHANSSON
1386,255,14VB,VIVIEN,BERGEN
1387,255,68RW,RIP,WINSLET
1388,255,101SD,SUSAN,DAVIS
1389,255,120PM,PENELOPE,MONROE
1390,255,166ND,NICK,DEGENERES
1391,255,168WW,WILL,WILSON
1392,256,6BN,BETTE,NICHOLSON
1393,256,24CS,CAMERON,STREEP
1394,256,35JD,JUDY,DEAN
1395,256,53MT,MENA,TEMPLE
1396,256,67JB,JESSICA,BAILEY
